ID,Date,Element,Data_Value
FRM00007015,2008-02-29,TMAX,100
FRM00007015,2012-04-15,TMAX,98
FRM00007015,2010-09-25,TMAX,147
FRM00007015,2006-11-27,TMIN,72
FRM00007015,2006-11-27,TMAX,143
FRM00007015,2008-02-14,TMIN,-2
FRM00007015,2008-06-21,TMIN,125
FRM00007015,2008-06-21,TMAX,247
FRM00007015,2007-01-04,TMIN,80
FRM00007015,2005-08-22,TMAX,241
FRM00007015,2013-03-15,TMIN,-39
FRM00007015,2013-03-15,TMAX,43
FRM00007015,2010-08-17,TMIN,130
FRM00007015,2013-06-03,TMAX,155
FRM00007015,2010-12-25,TMIN,-40
FRM00007015,2015-10-27,TMIN,77
FRM00007015,2015-03-02,TMAX,89
FRM00007015,2008-11-12,TMIN,57
FRM00007015,2006-01-20,TMAX,101
FRM00007015,2007-01-04,TMAX,113
FRM00007015,2008-11-25,TMIN,-18
FRM00007015,2012-07-09,TMIN,134
FRM00007015,2012-12-16,TMAX,89
FRM00007015,2014-07-24,TMIN,187
FRM00007015,2010-01-28,TMIN,15
FRM00007015,2015-11-08,TMIN,89
FRM00007015,2008-02-20,TMAX,127
FRM00007015,2008-04-28,TMAX,200
FRM00007015,2005-08-22,TMIN,126
FRM00007015,2008-11-12,TMAX,121
FRM00007015,2006-12-07,TMIN,57
FRM00007015,2005-02-06,TMAX,91
FRM00007015,2007-05-06,TMIN,50
FRM00007015,2013-11-06,TMIN,84
FRM00007015,2013-11-06,TMAX,150
FRM00007015,2009-07-28,TMAX,235
FRM00007015,2009-07-28,TMIN,106
FRM00007015,2012-05-08,TMIN,105
FRM00007015,2005-12-22,TMIN,20
FRM00007015,2005-01-23,TMIN,15
FRM00007015,2015-07-14,TMAX,204
FRM00007015,2006-04-04,TMAX,95
FRM00007015,2007-08-02,TMAX,233
FRM00007015,2005-12-15,TMIN,36
FRM00007015,2012-09-12,TMAX,181
FRM00007015,2012-07-12,TMIN,120
FRM00007015,2007-08-02,TMIN,147
FRM00007015,2008-03-29,TMIN,55
FRM00007015,2014-12-24,TMAX,102
FRM00007015,2013-01-22,TMAX,23
FRM00007015,2008-03-29,TMAX,140
FRM00007015,2013-09-25,TMAX,224
FRM00007015,2013-09-25,TMIN,98
FRM00007015,2009-04-24,TMAX,190
FRM00007015,2007-01-24,TMAX,34
FRM00007015,2011-09-05,TMIN,119
FRM00007015,2008-05-11,TMAX,255
FRM00007015,2012-11-05,TMAX,95
FRM00007015,2009-09-05,TMAX,199
FRM00007015,2006-01-27,TMAX,7
FRM00007015,2006-12-07,TMAX,121
FRM00007015,2006-10-27,TMAX,176
FRM00007015,2010-08-18,TMAX,203
FRM00007015,2006-10-27,TMIN,107
FRM00007015,2011-04-22,TMIN,116
FRM00007015,2007-11-05,TMAX,122
FRM00007015,2012-05-10,TMAX,241
FRM00007015,2007-11-05,TMIN,56
FRM00007015,2010-09-25,TMIN,94
FRM00007015,2009-03-30,TMAX,123
FRM00007015,2008-12-03,TMAX,57
FRM00007015,2012-09-12,TMIN,86
FRM00007015,2005-12-22,TMAX,102
FRM00007015,2009-03-30,TMIN,8
FRM00007015,2011-11-04,TMAX,173
FRM00007015,2009-04-24,TMIN,58
FRM00007015,2006-06-26,TMAX,163
FRM00007015,2011-09-05,TMAX,197
FRM00007015,2007-05-06,TMAX,178
FRM00007015,2005-10-25,TMIN,131
FRM00007015,2005-10-25,TMAX,179
FRM00007015,2008-10-16,TMAX,146
FRM00007015,2009-09-05,TMIN,113
FRM00007015,2005-12-15,TMAX,83
FRM00007015,2012-07-09,TMAX,202
FRM00007015,2005-09-19,TMIN,63
FRM00007015,2011-08-20,TMAX,272
FRM00007015,2011-10-11,TMIN,147
FRM00007015,2005-06-27,TMAX,280
FRM00007015,2014-10-08,TMIN,88
FRM00007015,2006-01-12,TMAX,59
FRM00007015,2006-01-12,TMIN,19
FRM00007015,2013-12-30,TMAX,70
FRM00007015,2009-11-24,TMAX,142
FRM00007015,2005-08-24,TMIN,99
FRM00007015,2007-06-02,TMIN,128
FRM00007015,2013-05-22,TMAX,132
FRM00007015,2007-12-11,TMAX,73
FRM00007015,2013-05-22,TMIN,78
FRM00007015,2005-08-24,TMAX,211
FRM00007015,2009-08-21,TMAX,230
FRM00007015,2009-08-21,TMIN,129
FRM00007015,2012-10-13,TMAX,111
FRM00007015,2014-10-08,TMAX,175
FRM00007015,2011-07-09,TMAX,213
FRM00007015,2011-07-09,TMIN,140
FRM00007015,2010-01-13,TMIN,-20
FRM00007015,2013-08-07,TMAX,207
FRM00007015,2015-03-30,TMIN,68
FRM00007015,2011-08-20,TMIN,105
FRM00007015,2005-11-26,TMAX,31
FRM00007015,2013-12-30,TMIN,27
FRM00007015,2014-11-25,TMAX,80
FRM00007015,2011-06-30,TMAX,205
FRM00007015,2012-08-29,TMIN,127
FRM00007015,2015-09-28,TMAX,172
FRM00007015,2007-05-19,TMAX,194
FRM00007015,2015-09-28,TMIN,84
FRM00007015,2011-06-30,TMIN,99
FRM00007015,2008-05-27,TMIN,127
FRM00007015,2008-05-27,TMAX,195
FRM00007015,2012-01-16,TMIN,-13
FRM00007015,2009-12-18,TMAX,-13
FRM00007015,2015-04-01,TMIN,23
FRM00007015,2013-01-21,TMAX,14
FRM00007015,2013-01-21,TMIN,-51
FRM00007015,2015-10-26,TMAX,183
FRM00007015,2005-09-30,TMIN,80
FRM00007015,2012-01-16,TMAX,38
FRM00007015,2009-09-18,TMAX,232
FRM00007015,2007-07-05,TMIN,139
FRM00007015,2014-07-02,TMIN,110
FRM00007015,2013-08-26,TMAX,240
FRM00007015,2009-09-18,TMIN,109
FRM00007015,2005-06-27,TMIN,150
FRM00007015,2007-07-05,TMAX,195
FRM00007015,2014-11-25,TMIN,36
FRM00007015,2015-04-26,TMAX,163
FRM00007015,2011-11-09,TMAX,144
FRM00007015,2006-12-25,TMIN,-2
FRM00007015,2010-09-12,TMAX,200
FRM00007015,2015-10-27,TMAX,180
FRM00007015,2012-11-21,TMIN,46
FRM00007015,2012-11-21,TMAX,104
FRM00007015,2013-05-04,TMIN,53
FRM00007015,2010-12-03,TMAX,-42
FRM00007015,2013-05-04,TMAX,157
FRM00007015,2007-01-13,TMAX,121
FRM00007015,2012-09-25,TMAX,171
FRM00007015,2007-01-13,TMIN,104
FRM00007015,2012-10-25,TMAX,147
FRM00007015,2009-10-23,TMIN,71
FRM00007015,2009-11-24,TMIN,79
FRM00007015,2010-12-03,TMIN,-81
FRM00007015,2014-01-25,TMIN,13
FRM00007015,2015-09-06,TMIN,90
FRM00007015,2015-09-06,TMAX,165
FRM00007015,2011-09-14,TMAX,194
FRM00007015,2012-12-13,TMIN,-51
FRM00007015,2015-12-04,TMIN,65
FRM00007015,2011-09-14,TMIN,88
FRM00007015,2010-08-17,TMAX,174
FRM00007015,2007-01-17,TMIN,78
FRM00007015,2014-04-02,TMIN,95
FRM00007015,2010-01-22,TMIN,-4
FRM00007015,2012-05-28,TMAX,266
FRM00007015,2012-08-04,TMAX,231
FRM00007015,2015-03-30,TMAX,117
FRM00007015,2011-12-09,TMAX,119
FRM00007015,2006-12-16,TMAX,73
FRM00007015,2006-08-11,TMAX,187
FRM00007015,2013-09-24,TMAX,231
FRM00007015,2013-09-24,TMIN,94
FRM00007015,2006-09-01,TMAX,242
FRM00007015,2006-09-01,TMIN,119
FRM00007015,2012-04-18,TMIN,39
FRM00007015,2014-10-26,TMIN,104
FRM00007015,2012-04-18,TMAX,121
FRM00007015,2006-02-18,TMAX,74
FRM00007015,2006-02-18,TMIN,16
FRM00007015,2006-05-19,TMAX,182
FRM00007015,2006-05-19,TMIN,106
FRM00007015,2006-08-02,TMAX,213
FRM00007015,2009-02-04,TMIN,-45
FRM00007015,2011-06-21,TMIN,153
FRM00007015,2015-10-24,TMIN,98
FRM00007015,2011-06-21,TMAX,221
FRM00007015,2014-04-02,TMAX,211
FRM00007015,2012-05-28,TMIN,139
FRM00007015,2012-08-04,TMIN,135
FRM00007015,2015-10-24,TMAX,144
FRM00007015,2012-08-29,TMAX,250
FRM00007015,2014-04-20,TMIN,98
FRM00007015,2012-05-08,TMAX,186
FRM00007015,2014-03-26,TMAX,99
FRM00007015,2013-06-22,TMIN,124
FRM00007015,2013-07-27,TMIN,178
FRM00007015,2014-03-26,TMIN,36
FRM00007015,2011-06-20,TMIN,94
FRM00007015,2006-03-12,TMAX,20
FRM00007015,2006-03-12,TMIN,-35
FRM00007015,2010-03-13,TMIN,32
FRM00007015,2015-09-20,TMIN,73
FRM00007015,2015-07-03,TMIN,165
FRM00007015,2014-10-01,TMAX,230
FRM00007015,2014-10-01,TMIN,98
FRM00007015,2009-07-14,TMIN,149
FRM00007015,2009-07-14,TMAX,251
FRM00007015,2015-09-20,TMAX,200
FRM00007015,2013-09-26,TMAX,195
FRM00007015,2014-07-29,TMIN,138
FRM00007015,2015-10-01,TMIN,75
FRM00007015,2009-10-17,TMIN,59
FRM00007015,2009-10-17,TMAX,135
FRM00007015,2010-08-08,TMAX,215
FRM00007015,2015-06-30,TMIN,135
FRM00007015,2005-08-06,TMAX,184
FRM00007015,2013-06-22,TMAX,174
FRM00007015,2012-09-07,TMIN,83
FRM00007015,2010-07-26,TMIN,169
FRM00007015,2012-02-10,TMIN,-70
FRM00007015,2015-08-29,TMAX,247
FRM00007015,2007-09-27,TMAX,161
FRM00007015,2007-09-27,TMIN,76
FRM00007015,2012-08-30,TMIN,120
FRM00007015,2010-05-19,TMAX,190
FRM00007015,2012-02-27,TMAX,86
FRM00007015,2015-10-23,TMAX,133
FRM00007015,2010-04-21,TMAX,127
FRM00007015,2015-09-19,TMIN,106
FRM00007015,2010-05-28,TMAX,187
FRM00007015,2010-05-28,TMIN,75
FRM00007015,2011-05-29,TMIN,116
FRM00007015,2010-06-21,TMAX,186
FRM00007015,2012-11-20,TMAX,123
FRM00007015,2008-08-07,TMAX,272
FRM00007015,2005-11-17,TMIN,25
FRM00007015,2015-10-21,TMIN,48
FRM00007015,2015-10-21,TMAX,120
FRM00007015,2015-05-25,TMAX,184
FRM00007015,2009-10-01,TMAX,189
FRM00007015,2014-07-01,TMIN,102
FRM00007015,2007-10-26,TMAX,93
FRM00007015,2008-08-07,TMIN,156
FRM00007015,2010-07-26,TMAX,219
FRM00007015,2012-08-30,TMAX,207
FRM00007015,2012-09-07,TMAX,255
FRM00007015,2014-08-17,TMAX,190
FRM00007015,2007-10-24,TMAX,85
FRM00007015,2010-09-01,TMIN,105
FRM00007015,2010-04-21,TMIN,33
FRM00007015,2008-01-12,TMAX,96
FRM00007015,2010-09-04,TMIN,104
FRM00007015,2013-01-23,TMIN,-53
FRM00007015,2008-02-04,TMAX,90
FRM00007015,2008-02-04,TMIN,42
FRM00007015,2007-06-10,TMAX,206
FRM00007015,2007-06-10,TMIN,146
FRM00007015,2011-01-27,TMAX,34
FRM00007015,2014-08-09,TMAX,227
FRM00007015,2007-10-07,TMAX,193
FRM00007015,2008-10-06,TMAX,155
FRM00007015,2014-08-18,TMAX,195
FRM00007015,2015-06-06,TMAX,200
FRM00007015,2015-03-01,TMIN,70
FRM00007015,2015-10-30,TMIN,79
FRM00007015,2015-10-30,TMAX,157
FRM00007015,2012-11-11,TMIN,27
FRM00007015,2015-03-01,TMAX,110
FRM00007015,2008-02-19,TMIN,-23
FRM00007015,2009-02-11,TMIN,-10
FRM00007015,2010-09-01,TMAX,190
FRM00007015,2015-06-30,TMAX,295
FRM00007015,2006-11-28,TMIN,82
FRM00007015,2007-10-23,TMIN,6
FRM00007015,2008-02-17,TMIN,-33
FRM00007015,2008-02-17,TMAX,83
FRM00007015,2013-02-05,TMAX,82
FRM00007015,2015-05-10,TMAX,205
FRM00007015,2009-06-04,TMAX,160
FRM00007015,2013-07-04,TMAX,180
FRM00007015,2008-03-09,TMAX,92
FRM00007015,2011-10-28,TMAX,185
FRM00007015,2008-08-28,TMIN,159
FRM00007015,2008-08-28,TMAX,195
FRM00007015,2011-10-28,TMIN,99
FRM00007015,2014-06-03,TMAX,202
FRM00007015,2014-09-18,TMAX,251
FRM00007015,2005-12-08,TMAX,60
FRM00007015,2007-12-28,TMAX,72
FRM00007015,2007-03-24,TMIN,38
FRM00007015,2008-08-27,TMAX,186
FRM00007015,2008-08-27,TMIN,159
FRM00007015,2006-01-10,TMIN,-10
FRM00007015,2011-02-24,TMIN,17
FRM00007015,2009-01-21,TMIN,5
FRM00007015,2009-01-21,TMAX,47
FRM00007015,2012-11-11,TMAX,114
FRM00007015,2006-11-28,TMAX,132
FRM00007015,2011-11-28,TMIN,-5
FRM00007015,2005-08-03,TMIN,127
FRM00007015,2014-05-01,TMIN,74
FRM00007015,2012-10-14,TMAX,124
FRM00007015,2012-10-14,TMIN,31
FRM00007015,2013-12-08,TMAX,102
FRM00007015,2008-03-19,TMAX,81
FRM00007015,2005-01-30,TMIN,23
FRM00007015,2008-03-19,TMIN,25
FRM00007015,2012-08-03,TMIN,137
FRM00007015,2012-02-03,TMIN,-93
FRM00007015,2006-09-24,TMAX,222
FRM00007015,2006-09-24,TMIN,164
FRM00007015,2006-04-21,TMAX,193
FRM00007015,2011-10-25,TMAX,151
FRM00007015,2005-12-25,TMAX,83
FRM00007015,2012-02-06,TMAX,10
FRM00007015,2015-04-17,TMAX,170
FRM00007015,2007-10-28,TMAX,121
FRM00007015,2015-09-09,TMAX,208
FRM00007015,2007-11-24,TMAX,82
FRM00007015,2010-07-28,TMAX,251
FRM00007015,2009-05-17,TMAX,164
FRM00007015,2015-09-09,TMIN,116
FRM00007015,2006-07-02,TMAX,291
FRM00007015,2014-07-26,TMAX,253
FRM00007015,2009-06-29,TMAX,288
FRM00007015,2007-10-28,TMIN,79
FRM00007015,2009-01-04,TMAX,10
FRM00007015,2006-09-14,TMAX,246
FRM00007015,2012-01-14,TMIN,-17
FRM00007015,2007-01-24,TMIN,-13
FRM00007015,2012-06-01,TMAX,221
FRM00007015,2012-06-01,TMIN,113
FRM00007015,2009-06-21,TMAX,184
FRM00007015,2011-02-15,TMAX,71
FRM00007015,2014-12-14,TMIN,-27
FRM00007015,2014-12-14,TMAX,44
FRM00007015,2014-10-12,TMIN,77
FRM00007015,2007-05-15,TMIN,64
FRM00007015,2011-06-10,TMAX,180
FRM00007015,2014-11-17,TMIN,45
FRM00007015,2014-11-17,TMAX,103
FRM00007015,2007-02-26,TMAX,91
FRM00007015,2013-08-12,TMIN,128
FRM00007015,2007-05-15,TMAX,167
FRM00007015,2005-03-13,TMIN,3
FRM00007015,2006-01-15,TMAX,44
FRM00007015,2005-03-13,TMAX,74
FRM00007015,2012-07-18,TMAX,203
FRM00007015,2012-01-14,TMAX,71
FRM00007015,2013-12-08,TMIN,60
FRM00007015,2012-07-18,TMIN,150
FRM00007015,2009-01-04,TMIN,-68
FRM00007015,2006-06-06,TMIN,70
FRM00007015,2010-02-10,TMIN,-44
FRM00007015,2006-07-02,TMIN,179
FRM00007015,2011-11-16,TMAX,31
FRM00007015,2005-05-01,TMIN,135
FRM00007015,2013-05-23,TMAX,116
FRM00007015,2013-03-14,TMIN,-38
FRM00007015,2009-12-31,TMAX,87
FRM00007015,2010-07-19,TMIN,128
FRM00007015,2014-11-30,TMIN,10
FRM00007015,2005-05-01,TMAX,286
FRM00007015,2014-02-21,TMAX,108
FRM00007015,2014-04-03,TMIN,115
FRM00007015,2009-05-11,TMAX,196
FRM00007015,2013-08-25,TMIN,148
FRM00007015,2014-06-23,TMIN,128
FRM00007015,2008-12-04,TMIN,-8
FRM00007015,2008-12-04,TMAX,72
FRM00007015,2013-08-25,TMAX,181
FRM00007015,2006-09-11,TMIN,122
FRM00007015,2006-06-06,TMAX,175
FRM00007015,2008-12-27,TMAX,3
FRM00007015,2009-05-11,TMIN,105
FRM00007015,2008-12-27,TMIN,-32
FRM00007015,2014-05-01,TMAX,194
FRM00007015,2011-02-12,TMAX,122
FRM00007015,2006-01-08,TMIN,7
FRM00007015,2014-07-26,TMIN,157
FRM00007015,2006-01-08,TMAX,42
FRM00007015,2015-01-20,TMAX,46
FRM00007015,2015-05-02,TMIN,74
FRM00007015,2015-02-12,TMIN,7
FRM00007015,2015-05-02,TMAX,151
FRM00007015,2010-02-10,TMAX,-3
FRM00007015,2010-11-16,TMAX,75
FRM00007015,2011-08-02,TMIN,128
FRM00007015,2006-12-31,TMIN,79
FRM00007015,2007-03-29,TMAX,137
FRM00007015,2010-10-13,TMIN,60
FRM00007015,2010-10-13,TMAX,123
FRM00007015,2006-03-25,TMAX,142
FRM00007015,2006-03-25,TMIN,92
FRM00007015,2006-08-19,TMAX,238
FRM00007015,2013-10-13,TMIN,77
FRM00007015,2013-04-17,TMIN,110
FRM00007015,2006-06-12,TMIN,165
FRM00007015,2006-06-12,TMAX,299
FRM00007015,2012-12-30,TMIN,49
FRM00007015,2007-04-26,TMAX,254
FRM00007015,2012-12-30,TMAX,116
FRM00007015,2014-03-31,TMIN,87
FRM00007015,2007-09-18,TMAX,144
FRM00007015,2014-03-31,TMAX,215
FRM00007015,2012-07-12,TMAX,199
FRM00007015,2010-12-10,TMIN,4
FRM00007015,2009-07-10,TMAX,205
FRM00007015,2011-02-23,TMIN,-14
FRM00007015,2013-08-27,TMAX,235
FRM00007015,2009-02-27,TMAX,112
FRM00007015,2007-03-16,TMAX,120
FRM00007015,2009-10-09,TMAX,154
FRM00007015,2007-02-28,TMIN,73
FRM00007015,2011-08-03,TMAX,264
FRM00007015,2014-04-09,TMIN,38
FRM00007015,2012-08-06,TMAX,207
FRM00007015,2011-05-25,TMIN,55
FRM00007015,2007-05-29,TMAX,153
FRM00007015,2014-04-09,TMAX,155
FRM00007015,2013-09-22,TMAX,201
FRM00007015,2007-06-21,TMAX,228
FRM00007015,2006-04-20,TMIN,50
FRM00007015,2011-11-22,TMAX,142
FRM00007015,2013-07-07,TMAX,275
FRM00007015,2006-06-22,TMAX,178
FRM00007015,2006-06-22,TMIN,98
FRM00007015,2011-11-22,TMIN,38
FRM00007015,2007-02-28,TMAX,131
FRM00007015,2014-09-11,TMIN,105
FRM00007015,2014-09-11,TMAX,203
FRM00007015,2013-12-16,TMIN,62
FRM00007015,2009-09-09,TMAX,258
FRM00007015,2015-08-23,TMAX,263
FRM00007015,2009-02-27,TMIN,38
FRM00007015,2009-10-09,TMIN,83
FRM00007015,2014-02-15,TMAX,126
FRM00007015,2011-05-25,TMAX,233
FRM00007015,2013-06-21,TMAX,203
FRM00007015,2012-11-07,TMIN,79
FRM00007015,2014-05-31,TMIN,93
FRM00007015,2012-11-01,TMAX,116
FRM00007015,2006-05-08,TMAX,161
FRM00007015,2006-10-09,TMIN,86
FRM00007015,2007-08-27,TMIN,99
FRM00007015,2012-04-07,TMAX,97
FRM00007015,2007-03-16,TMIN,28
FRM00007015,2005-04-28,TMAX,188
FRM00007015,2014-09-19,TMIN,148
FRM00007015,2005-04-28,TMIN,70
FRM00007015,2007-08-27,TMAX,201
FRM00007015,2009-05-30,TMIN,107
FRM00007015,2009-07-19,TMIN,137
FRM00007015,2009-05-30,TMAX,224
FRM00007015,2012-11-07,TMAX,128
FRM00007015,2010-07-07,TMAX,284
FRM00007015,2014-05-31,TMAX,195
FRM00007015,2008-09-10,TMAX,236
FRM00007015,2007-01-10,TMAX,132
FRM00007015,2006-02-15,TMIN,42
FRM00007015,2010-08-06,TMAX,234
FRM00007015,2013-12-16,TMAX,110
FRM00007015,2009-04-30,TMIN,57
FRM00007015,2008-11-22,TMAX,54
FRM00007015,2008-12-09,TMIN,6
FRM00007015,2007-03-13,TMIN,28
FRM00007015,2009-01-31,TMIN,-21
FRM00007015,2010-10-27,TMIN,67
FRM00007015,2009-05-22,TMIN,74
FRM00007015,2011-04-23,TMIN,106
FRM00007015,2007-09-13,TMAX,212
FRM00007015,2007-09-13,TMIN,101
FRM00007015,2011-04-23,TMAX,264
FRM00007015,2014-09-06,TMAX,210
FRM00007015,2007-10-02,TMAX,160
FRM00007015,2012-01-29,TMAX,41
FRM00007015,2010-05-20,TMAX,221
FRM00007015,2009-11-03,TMIN,47
FRM00007015,2007-11-21,TMAX,133
FRM00007015,2013-05-21,TMAX,111
FRM00007015,2006-02-10,TMAX,56
FRM00007015,2010-03-22,TMAX,133
FRM00007015,2007-10-02,TMIN,127
FRM00007015,2013-12-01,TMIN,33
FRM00007015,2013-12-06,TMAX,78
FRM00007015,2013-01-20,TMAX,-30
FRM00007015,2010-05-20,TMIN,47
FRM00007015,2012-10-12,TMAX,153
FRM00007015,2007-09-11,TMAX,180
FRM00007015,2007-03-13,TMAX,135
FRM00007015,2009-04-30,TMAX,196
FRM00007015,2009-06-26,TMAX,255
FRM00007015,2010-05-14,TMAX,147
FRM00007015,2006-03-07,TMIN,-27
FRM00007015,2008-03-14,TMIN,69
FRM00007015,2008-03-14,TMAX,127
FRM00007015,2008-12-02,TMIN,13
FRM00007015,2010-05-14,TMIN,19
FRM00007015,2009-10-26,TMAX,164
FRM00007015,2009-10-26,TMIN,105
FRM00007015,2013-03-17,TMIN,39
FRM00007015,2013-03-17,TMAX,103
FRM00007015,2015-10-25,TMAX,144
FRM00007015,2009-05-22,TMAX,187
FRM00007015,2007-08-09,TMAX,166
FRM00007015,2015-10-25,TMIN,74
FRM00007015,2007-08-09,TMIN,132
FRM00007015,2010-12-08,TMIN,-15
FRM00007015,2007-06-13,TMIN,110
FRM00007015,2007-06-13,TMAX,233
FRM00007015,2008-08-29,TMIN,155
FRM00007015,2008-12-09,TMAX,52
FRM00007015,2014-12-15,TMAX,81
FRM00007015,2011-01-20,TMIN,7
FRM00007015,2013-01-20,TMIN,-54
FRM00007015,2007-03-09,TMAX,108
FRM00007015,2010-08-06,TMIN,127
FRM00007015,2008-09-07,TMAX,188
FRM00007015,2012-07-17,TMAX,209
FRM00007015,2009-12-30,TMIN,23
FRM00007015,2006-09-07,TMAX,254
FRM00007015,2014-08-15,TMIN,115
FRM00007015,2014-08-15,TMAX,194
FRM00007015,2011-05-06,TMIN,87
FRM00007015,2011-05-06,TMAX,234
FRM00007015,2015-05-04,TMAX,204
FRM00007015,2009-01-02,TMIN,-36
FRM00007015,2005-06-29,TMAX,272
FRM00007015,2012-07-17,TMIN,150
FRM00007015,2006-04-06,TMIN,-5
FRM00007015,2006-04-06,TMAX,123
FRM00007015,2015-02-20,TMIN,38
FRM00007015,2015-02-20,TMAX,73
FRM00007015,2012-08-28,TMAX,237
FRM00007015,2013-10-24,TMIN,80
FRM00007015,2008-07-03,TMAX,218
FRM00007015,2006-05-27,TMAX,154
FRM00007015,2008-07-03,TMIN,139
FRM00007015,2007-12-01,TMIN,68
FRM00007015,2007-12-01,TMAX,110
FRM00007015,2008-09-07,TMIN,138
FRM00007015,2009-01-30,TMIN,-34
FRM00007015,2011-03-21,TMAX,152
FRM00007015,2007-11-16,TMIN,-16
FRM00007015,2010-02-22,TMIN,12
FRM00007015,2005-03-25,TMAX,165
FRM00007015,2011-03-21,TMIN,-10
FRM00007015,2012-11-10,TMAX,125
FRM00007015,2015-12-14,TMAX,87
FRM00007015,2013-08-15,TMIN,135
FRM00007015,2015-12-14,TMIN,50
FRM00007015,2013-09-21,TMAX,183
FRM00007015,2007-10-21,TMIN,4
FRM00007015,2009-11-06,TMAX,112
FRM00007015,2005-12-17,TMAX,54
FRM00007015,2010-06-19,TMAX,155
FRM00007015,2010-06-19,TMIN,96
FRM00007015,2009-01-19,TMAX,107
FRM00007015,2009-01-19,TMIN,25
FRM00007015,2014-12-08,TMAX,73
FRM00007015,2007-11-16,TMAX,74
FRM00007015,2014-12-08,TMIN,-4
FRM00007015,2008-09-25,TMIN,107
FRM00007015,2014-09-29,TMIN,130
FRM00007015,2012-03-26,TMAX,184
FRM00007015,2012-03-26,TMIN,62
FRM00007015,2009-04-16,TMAX,199
FRM00007015,2009-12-30,TMAX,94
FRM00007015,2009-01-15,TMAX,48
FRM00007015,2009-12-19,TMIN,-62
FRM00007015,2007-08-19,TMIN,145
FRM00007015,2011-10-30,TMAX,152
FRM00007015,2010-07-12,TMAX,262
FRM00007015,2010-05-07,TMIN,45
FRM00007015,2010-02-11,TMIN,-34
FRM00007015,2010-02-11,TMAX,-7
FRM00007015,2010-05-07,TMAX,113
FRM00007015,2015-10-17,TMAX,120
FRM00007015,2007-04-01,TMAX,174
FRM00007015,2007-12-29,TMIN,53
FRM00007015,2007-12-29,TMAX,95
FRM00007015,2006-05-18,TMAX,200
FRM00007015,2010-08-11,TMAX,232
FRM00007015,2015-10-19,TMIN,77
FRM00007015,2009-12-29,TMIN,-14
FRM00007015,2015-05-09,TMAX,173
FRM00007015,2005-06-04,TMAX,180
FRM00007015,2011-04-03,TMAX,164
FRM00007015,2010-03-02,TMIN,-13
FRM00007015,2013-02-06,TMIN,3
FRM00007015,2010-03-02,TMAX,100
FRM00007015,2015-12-21,TMAX,123
FRM00007015,2015-12-21,TMIN,88
FRM00007015,2013-02-06,TMAX,65
FRM00007015,2012-06-05,TMAX,169
FRM00007015,2009-12-19,TMAX,-21
FRM00007015,2007-07-16,TMAX,303
FRM00007015,2011-10-30,TMIN,99
FRM00007015,2007-08-19,TMAX,214
FRM00007015,2012-02-23,TMAX,122
FRM00007015,2012-02-23,TMIN,56
FRM00007015,2006-01-23,TMAX,35
FRM00007015,2006-03-19,TMAX,76
FRM00007015,2009-05-03,TMAX,169
FRM00007015,2009-08-25,TMAX,225
FRM00007015,2013-12-27,TMIN,34
FRM00007015,2008-06-01,TMIN,118
FRM00007015,2007-09-26,TMAX,127
FRM00007015,2011-09-09,TMIN,156
FRM00007015,2010-03-27,TMIN,50
FRM00007015,2011-09-09,TMAX,220
FRM00007015,2009-11-10,TMIN,50
FRM00007015,2011-02-25,TMIN,75
FRM00007015,2011-02-25,TMAX,111
FRM00007015,2015-12-17,TMIN,119
FRM00007015,2007-02-01,TMIN,60
FRM00007015,2013-11-07,TMAX,145
FRM00007015,2013-12-21,TMIN,50
FRM00007015,2015-11-25,TMAX,93
FRM00007015,2011-01-25,TMIN,13
FRM00007015,2010-03-27,TMAX,126
FRM00007015,2009-05-03,TMIN,56
FRM00007015,2015-01-07,TMIN,-10
FRM00007015,2006-06-13,TMIN,175
FRM00007015,2006-06-13,TMAX,317
FRM00007015,2012-05-04,TMIN,78
FRM00007015,2008-06-16,TMAX,183
FRM00007015,2008-06-16,TMIN,81
FRM00007015,2012-05-17,TMAX,160
FRM00007015,2015-11-09,TMAX,170
FRM00007015,2011-02-05,TMIN,97
FRM00007015,2007-10-04,TMAX,198
FRM00007015,2010-08-21,TMAX,280
FRM00007015,2015-08-20,TMAX,215
FRM00007015,2013-07-06,TMIN,137
FRM00007015,2010-08-21,TMIN,159
FRM00007015,2015-05-12,TMAX,211
FRM00007015,2007-09-08,TMIN,97
FRM00007015,2007-09-08,TMAX,215
FRM00007015,2006-11-01,TMAX,128
FRM00007015,2010-03-12,TMAX,65
FRM00007015,2010-03-12,TMIN,7
FRM00007015,2005-11-28,TMIN,2
FRM00007015,2008-06-27,TMAX,196
FRM00007015,2005-11-10,TMIN,28
FRM00007015,2011-02-17,TMIN,15
FRM00007015,2009-05-23,TMIN,62
FRM00007015,2006-07-07,TMAX,231
FRM00007015,2012-05-17,TMIN,34
FRM00007015,2010-11-22,TMAX,51
FRM00007015,2014-05-27,TMAX,152
FRM00007015,2011-04-16,TMIN,37
FRM00007015,2011-09-29,TMIN,139
FRM00007015,2014-03-01,TMIN,28
FRM00007015,2014-03-01,TMAX,62
FRM00007015,2006-08-20,TMAX,205
FRM00007015,2014-12-02,TMIN,19
FRM00007015,2009-05-04,TMIN,39
FRM00007015,2009-05-04,TMAX,149
FRM00007015,2012-01-22,TMAX,110
FRM00007015,2007-05-08,TMIN,108
FRM00007015,2012-08-05,TMIN,140
